Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,DesiredPerformance,UID
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Number of Investment Promotion events hosted or partnered in to attract investments in the sector,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,2 investment promotion events hosted or partnered in to attract investments,Achieved: 3,"Limpopo Mining Conference was not part of the plan for Q3 

",N/A,1 investment promotion event hosted or partnered in to attract investments in the sector,"Achieved 3 investment promotion events were  partnered with. 

","The department participated in both due its relevancy to the strategic focus area of the department. 
",N/A,5 investment promotion events hosted or partnered in to attract investments in the sector,-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Number of Investment Promotion events hosted or partnered in to attract. investments in the sector,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,"Achieved: 2 events were partnered in to attract investment in the sector (Africa Energy Forum in Spain and Enlit In Cape Town). 

","The department participated in both due its relevancy to the strategic focus area of the department. 

",N/A,1,"Achieved
The Department participated at the African Down Under Conference in Australia in September 2024",N/A,N/A,2,Revised,,,1,Revised,,,"5 investment
 promotion events hosted or partnered in to attract investments in the sector",-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Number of projects implemented on the signed agreements,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Implementation of 3 projects on the signed MoUs
1. Advancement of exploration work on the Nile Orange Project – South Sudan
2.Capacity development on mineral geology and processing Cote d'Ivoire
3.Capacity development in mineral geology and processing – South Sudan","Not Achieved: 


Advancement of exploration work on the Nile Orange Project – South Sudan was achieved.


Capacity development on mineral geology and processing Cote d'Ivoire was achieved

","South Sudan Ministry of Mines requested to defer the planned study tour for the capacity development project
","The South Sudan Ministry of Mines will be followed-up to reschedule to Q2
","Implementation of 3 projects on the signed MoUs
1. Advancement of exploration work on the Nile Orange Project – South Sudan
2.Capacity development on mineral geology and processing Cote d'Ivoire
3.Capacity development in mineral geology and processing – South Sudan","1. Advancement of exploration work on the Nile Orange Project – South Sudan (Achieved)

2. Capacity development on mineral geology and processing Cote d'Ivoire (Achieved)

3.Capacity development in mineral geology and processing – South Sudan (not achieved)

","South Sudan has appointed another partner to undertake the capacity development initiative initially earmarked for the CGS
","Re-engage South Sudan on capacity building initiatives
","Implementation of 3 projects on the signed MoUs
1. Advancement of exploration work on the Nile Orange Project – South Sudan
2.Capacity development on mineral geology and processing Cote d'Ivoire
3.Capacity development in mineral geology and processing – South Sudan",,,,"Implementation of 3 projects on the signed MoUs
1. Advancement of exploration work on the Nile Orange Project – South Sudan
2.Capacity development on mineral geology and processing Cote d'Ivoire
3.Capacity development in mineral geology and processing – South Sudan",Revised,,,3,-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Number of reports on implementation of the Exploration Fund,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Progress Report on implementation of the Exploration Fund,Achieved,N/A,N/A,Progress report on implementation of the Exploration Fund,Achieved,N/A,N/A,Progress Report on implementation of the Exploration Fund,Revised,,,Progress report on implementation of the Exploration Fund,Revised,,,Progress report on implementation of the Exploration Fund,-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Petroleum Products Bill presented to Cabinet for submission to Parliament,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Bill published for public comments,Not Achieved,"The Bill could not be presented to Cabinet as there were no scheduled meetings for the first quarter.

","Await  release of Cabinet schedule and submit Bill for first seating

",Consolidation of public comments,"Not Achieved 
","Approval to gazette the draft bill could not be secured from Cabinet in time due to the transition from the 6th to the 7th administration which led to Cabinet not sitting. As a result, public consultations did not take place as planned. ","The Draft Bill will be gazetted in October 2024. The public engagements and consolidation of comments will take place.  
",Sector and government Stakeholder Consultations,Revised,,,Petroleum Products Bill presented to Cabinet for submission to Parliament,Revised,,,Petroleum Products Bill presented to Cabinet for submission to Parliament,-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Petroleum Products Bill submitted to Cabinet for approval to gazette for public comments,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,Petroleum Products Bill submitted to Cabinet for approval to gazette for public comments,Achieved,N/A,N/A,"Consolidation of public comments
Submit revised bill and SEIAS to OCSLA and DPME for final",Not Achieved,"Consolidation of public comments is still underway
","Public comments will be consolidated and submit to OCSLA in Q1 for 2025/26
",Petroleum Products Bill submitted to Cabinet for approval to gazette for public comments,-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Production and Consumption data report produced.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,Inception Report with IEP methodology and final content structure,Achieved ,N/A,N/A,Energy Production and Consumption Data report produced,Not Achieved,"There were delays in contracting with the service provider
","To resolve the contracting framework on the development of the IEP
",Energy Production and Consumption Data produced,-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,"Projects on agreed areas of collaboration and cooperation implemented to promote economic diplomacy, global and regional integration",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,"Report on:
Report Renewed Treaty on Inga Hydropower Scheme.
Exploration project in South Sudan.",Achieved,N/A,N/A,"Renewed Treaty on Inga Hydropower Scheme project.
Exploration project in South Sudan implemented.",Not Achieved,"The Treaty on Inga expired before the DRC could sign                                                                                                                                                                                                                                                                                                          The South Sudan project has been implemented
","A new treaty will be drafted for both parties to sign
","Renewed Treaty on Inga Hydropower Scheme project.


Exploration project in South Sudan implemented.",-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Radioactive Waste Management Disposal Institute Act Regulations Gazetted,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Consolidate 
stakeholder comments",Achieved,N/A,N/A,Draft Regulations submitted for State Law Advisor Certification,Achieved,N/A,N/A,Finalise draft regulations,Revised,,,National Radioactive Waste Disposal Institute Act Regulations Promulgated,Revised,,,National Radioactive Waste Disposal Institute Act Regulations Promulgated,-,,,,,,287
,Mineral Resources and Energy,National,"Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)","Programme 3: Mining, Minerals and Energy Policy Development (MMEPD)",Quarterly,Radioactive Waste Management Disposal Institute Act Regulations promulgated.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,OCSLA comments for certification addressed,Achieved,N/A,N/A,National Radioactive Waste Management Disposal Institute Act Regulations promulgated,Achieved,N/A,N/A,Radioactive Waste Management Disposal Institute Act Regulations promulgated.,-,,,,,,287
