Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q1,National_Q3,National_Q2,DesiredPerformance,UID
Health,Health,Free State,Programme 6: Health Sciences and Training,Sub-Programme: Training Other,Quarterly,Number of induction programmes implemented,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",2,4,2,5,1,3,0,3,5,15,,,,,"Target achieved. 
Induction programs Online CIP 6-12 and Breaking Barriers to Entry (BB2E) deferred from 2023/2024 were implemented in the 1st Quarter. 
This contributed to over performance in the 1st quarter
The four programs implemented are: 
-	CIP 1-3
-	CIP 4-5
-	CIP 6-12
-	BB2E
",-,,"Target achieved.
More inductions were conducted compared to the targeted for the quarter. ",Continue with the monitoring of the strategic interventions.,What is the reason for the deviation?,"The target was exceeded due to: 
-	Online CIP 6-12 monitored closely, and constant follow up on completion certificates
Induction sessions focussed on MM only as travelling was restricted.",,,"Approval was granted to continue with induction programs even though training and traveling were restricted. This assisted in reaching the target

",Target achieved,,,,,,256
Health,Health,Free State,Programme 7: Health Care Support Services,Sub-Programme: Laundries,Quarterly,Percentage availability of clean linen in health facilities,Non-Standardized,Min,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",86 %,99.3 %,86 %,84 %,86 %,91 %,86 %,97 %,86 %,96 %,,,,,Target achieved.,-,,"Target not achieved. 
Qwaqwa laundry closed by the Dpt. of labour and Kroonstad Laundry is operating on two washers out of 9.  ",To wash linen at Bloemfontein Laundry and other service providers. To fast-track the repair of Qwaqwa Laundry and procurement of laundry equipment for Kroonstad laundry,,Target achieved.,"Q2 Progress on action plan:
•	Kroonstad and Qwaqwa Laundry washed linen at Psychiatric and Bloemfontein Laundry. 
•	The Prohibition Notice issued by the Dept of Labour was withdrawn on the 15 December 2024 and Qwaqwa laundry is now operational.
•	Installation of the new boiler has commenced following the approval of the purchase order. 
•	There is no budget for other equipment in the current FY. 
Q3 Action Plan:
Monitor the installation of the new boiler at Kroonstad Laundry and washing of linen at Bloemfontein and Psychiatric Laundry.   
",,Target achieved,,Reasons for exceeded target?,,,,,256
Health,Health,Free State,Programme 7: Health Care Support Services,Sub-Programme: MED PAS (Medical Trading Account),Quarterly,Percentage tracer drug availability,Non-Standardized,Max,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",79 %,96 %,79 %,94 %,79 %,94 %,79 %,83 %,79 %,96 %,,,,,Target achieved.	,-,Reasons for the deviation in exceeding the target?,Target achieved.,,,Target achieved.,-,,Target achieved.,,Reasons for exceeded target?,,,,,256
Health,Health,Free State,Programme 7: Health Care Support Services,Sub-Programme: MED PAS (Medical Trading Account),Quarterly,Service level for normal orders,Non-Standardized,Max,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",80 %,46.1 %,80 %,90 %,80 %,95 %,80 %,96 %,80 %,43 %,,,,,"Target not achieved. 
•	The warehouse is 2 weeks behind schedule. This causes delay in finalizing dispatch vouchers. 
•	Dispatch unit lost two experienced officials recently and the posts are not filled yet.
•	We are currently working with one official in the dispatch office and one at the dispatch area, which slows down production.	","•	Plan overtime schedule to mitigate the warehouse dispatching schedule.
•	We have re-called an SCM official to the warehouse and moved another to dispatch to fill the gap left by the retired staff. With orientation, the process is a bit slow.
•	Getting interns to this office to augment the staff complement.",,Target achieved.,,,Target achieved.,-,,Target achieved.,,Reasons for exceeded target?,,,,,256
Health,Health,Free State,Programme 7: Health Care Support Services,Sub-Programme: Orthotics and Prosthetics,Quarterly,Medical orthotic devices issued rate,Non-Standardized,Max,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",78 %,77.2 %,78 %,82.3 %,78 %,74.8 %,78 %,72.4 %,78 %,0 %,,,,,"Target not achieved. 
Not all devises are on the contract. 
",To procure devises that are not on contract through quotations. ,,Target achieved.,,,Target achieved.,Procure medical consumables for rehabilitation of patients,,"Target not achieved.

",,is 72.4/78 not an under achievement in this regard? ,,,,,256
Health,Health,Free State,Programme 7: Health Care Support Services,Sub-Programme: Orthotics and Prosthetics,Quarterly,Medical prosthetic  devices issued rate,Non-Standardized,Max,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",68 %,81.5 %,68 %,,68 %,81.7 %,68 %,,68 %,81.5 %,,,,,Target achieved.	,-,,,,What is the output recorded in Q2?,Target achieved.,,,,,what is the output?,,,,,256
Health,Health,Free State,Programme 7: Health Care Support Services,Sub-Programme: Orthotics and Prosthetics,Quarterly,Medical prosthetic devices issued rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",70 %,,70 %,79.1 %,70 %,81.7 %,70 %,84 %,70 %,0 %,,,,,,,,Target achieved.,,What is the reason for the deviation?,Target achieved.,Procure medical consumables for rehabilitation of patients,,Target achieved.,,Reasons for exceeded target?,,,,,256
Health,Health,Free State,Programme 8: Health Facilities Management,Programme 8: Health Facilities Management,Annually,Percentage of health facilities with completed capital infrastructure projects,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",,,,,,,70 %,60 %,70 %,60 %,,"Target not achieved.
•	Budgetary constraints due to high amount of accruals carried from the previous financial year.",•	Reduce the number of projects on the new budget in order to avoid budget depletion.,,,,,,,,,,,,,,,,,,256
Health,Health,Free State,Programme 8: Health Facilities Management,Programme 8: Health Facilities Management,Quarterly,Percentage of facilities that have undergone maintanance,Non-Standardized,Max,"Priority 3: Education, Skills And Health",Improved quality of life,"The Social Protection, Community and Human Development cluster",70 %,70 %,70 %,45 %,70 %,55 %,70 %,65 %,70 %,70 %,,,,,Target achieved. ,-,,"Target not achieved. 
Due to financial constraints being experienced by the infrastructure grant some of the maintenance projects had to be deferred.",The little funding available is being reprioritized to attend to emergency and high-risk maintenance issues. Lack of funding is a major constrained.,,"•	Constraint budget is still hampering progress. 
•	Electrical framework contracts have expired no new work can be issued.
","Q2 Progress on action plan:
•	Available funding has been allocated to projects on site.
•	Planning of new projects and implementation of non-urgent issues have been deferred to outer financial years.
Q3 Action Plan:
•	Finalisation of new electrical framework contracts.
•	 Annual implementation plan to be amended to include urgent maintenance.
",,"Target not achieved.
- Budgetary constraints and expiry of the electrical framework contract.",- Allocate a higher percentage of the budget to maintenance in the new financial year and fast-track appointments of electrical framework contractors. Ensure contractors are paid through creation of open orders.,,,,,,256
Human Settlements,Human Settlements,Free State,Programme 1: Administration,Sub-programme 1.2: Corporate Services,Quarterly,Number of Internal audits conducted and completed,Non-Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",5,3,5,6,5,3,6,4,21,6,14,Some audit  are ad hoc and others runs in concurrent with year end conclusions.,"The IAF will ensure that planned audits are completed on time within the specified quarter and that no audits overlap to the next quarter.
",,"Other reports are not yet finalised. The over or underachievement is due to Ad-hoc assignments that were conducted by Internal Audit that were not planned for, they come as management request in their nature as and when required. The Internal Audit cannot the number ad-hoc assignments that will be requested by Management in a quarter.
","The IAA will ensure that planned audits are completed on time within the specified quarter and that no audits overlap to the next quarter
",,"There were four (4) audits completed and reports issued in the 2nd quarter. The two (2) reports included as achieved  were completed in the 1st Quarter and only signed-off by the clients in the 2nd quarter.
There is only one audit not completed in this quarter due to the fact that there were delays in the submission and/or responses to request for information from the clients.

",-,,"The internal Audit function deferred the audit on asset management to the first quarter of  2025/26 due to the annual stock take conducted by the Departmental Supply Chain Management and the process is anticipated to be completed at the end of March 2025.
The internal audit function makes provision in the audit plan for adhoc assignment per quarter as a result of management request.  The internal audit function did not receive any request under review.

","The audit will be executed in the
 Quarter 1 of 2025/26 Financial Year.

",,"6 audits were planned in the quarter, 2 are completed , 3 are still in progress.
Out of 6 ,one (1) audit is split into two (2 ) in the Annual Audit Plan under ‘Risk based audits ‘ and “Governance audits” which will be incorporated into one Audit report.
1  was a planned adhoc assignment.


","The IAF will ensure that planned audits are completed on time within the specified quarter and that no audits overlap to the next quarter.
",,,,,,256
Human Settlements,Human Settlements,Free State,Programme 1: Administration,Sub-programme 1.2: Corporate Services,Quarterly,Percentage of valid invoices paid within 30 days,Non-Standardized,Min,"Priority 5: Spatial Integration, Human Settlements and Local Government",Inclusive economic growth and sustainable job creation,"Governance, State Capacity and Institutional Development cluster",100 %,99 %,100 %,93% %,100 %,"96%
 %",100 %,93% %,100 %,99 %,97,"Due to the stopping and reallocation of Human Settlements Development Conditional Grants, 8 invoices could not be paid based on the reduction implemented ",The unpaid invoices forms part of payables not recognized and will be honored with the allocation of 2025/26 financial year.,,1% Deviation came as the result of the deactivated banking details of the supplier,"Suppliers are encouraged to submit the correct banking details.	
",,29 invoices could not be paid within 30 days mainly due to insufficient cash allocation received on Conditional Grants.,Cash flow projections to be revised with the submission of the adjusted business plans.,,"The Human Settlements Development Grant (HSDG) December 2024 tranche was withheld by the National Department of Human Settlements and a total of ten (10) invoices could not be paid.

","There were engagements with the National Department of Human Settlements, the matter has been resolved and some payments have been made.



",,"Due to the stopping and reallocation of Human Settlements Development Conditional Grants, 8 invoices could not be paid based on the reduction implemented on Human Settlements Development Grant.

","The unpaid invoices forms part of payables not recognized and will be honored with the allocation of 2025/26 financial year.

",,,,,,256
