administration_type;government_institution;project_slug;sector;project_name;project_description;gps_code;nature_of_investment;infrastructure_type;current_project_stage;sip_category;project_value_rands;br_featured;featured;financial_year;budget_phase;amount_rands
National;Forestry, Fisheries and the Environment;forestry_fisheries_and_the_environment_epwp_infrastructure_projects;Economic Services and Infrastructure;EPWP Infrastructure Projects;EPWP Infrastructure Projects;25.7379 S, 28.2028 E;New infrastructure assets;Buildings, fences,roads;Final Completion;SIP 8: Green energy in support of the South African economy;357022000;;TRUE;2022;Audited Outcome;41616000
National;Forestry, Fisheries and the Environment;forestry_fisheries_and_the_environment_epwp_infrastructure_projects;Economic Services and Infrastructure;EPWP Infrastructure Projects;EPWP Infrastructure Projects;25.7379 S, 28.2028 E;New infrastructure assets;Buildings, fences,roads;Final Completion;SIP 8: Green energy in support of the South African economy;357022000;;TRUE;2023;Audited Outcome;456000
National;Forestry, Fisheries and the Environment;forestry_fisheries_and_the_environment_epwp_infrastructure_projects;Economic Services and Infrastructure;EPWP Infrastructure Projects;EPWP Infrastructure Projects;25.7379 S, 28.2028 E;New infrastructure assets;Buildings, fences,roads;Final Completion;SIP 8: Green energy in support of the South African economy;357022000;;TRUE;2024;Adjusted Appropriation;3131000
National;Forestry, Fisheries and the Environment;forestry_fisheries_and_the_environment_epwp_infrastructure_projects;Economic Services and Infrastructure;EPWP Infrastructure Projects;EPWP Infrastructure Projects;25.7379 S, 28.2028 E;New infrastructure assets;Buildings, fences,roads;Final Completion;SIP 8: Green energy in support of the South African economy;357022000;;TRUE;2025;MTEF;15251000
National;Forestry, Fisheries and the Environment;forestry_fisheries_and_the_environment_epwp_infrastructure_projects;Economic Services and Infrastructure;EPWP Infrastructure Projects;EPWP Infrastructure Projects;25.7379 S, 28.2028 E;New infrastructure assets;Buildings, fences,roads;Final Completion;SIP 8: Green energy in support of the South African economy;357022000;;TRUE;2026;MTEF;6285000
National;Forestry, Fisheries and the Environment;forestry_fisheries_and_the_environment_epwp_infrastructure_projects;Economic Services and Infrastructure;EPWP Infrastructure Projects;EPWP Infrastructure Projects;25.7379 S, 28.2028 E;New infrastructure assets;Buildings, fences,roads;Final Completion;SIP 8: Green energy in support of the South African economy;357022000;;TRUE;2027;MTEF;0
National;Health;health_limpopo_central_hospital;Social Services;Limpopo Central Hospital;"Limpopo Central Hospital is a new 488 bed tertiary hospital in Polokwane.
All services associated with a tertiary hospital provided including academic training in support of medical school.
All Infrastructure will be provided.
";-23.920212, 29.478103;New infrastructure assets;Regional hospital;Construction 1% - 25%;SIP 12: Revitalisation of public hospitals and other health facilities;5256552855;;TRUE;2021;Audited Outcome;47380907
National;Health;health_limpopo_central_hospital;Social Services;Limpopo Central Hospital;"Limpopo Central Hospital is a new 488 bed tertiary hospital in Polokwane.
All services associated with a tertiary hospital provided including academic training in support of medical school.
All Infrastructure will be provided.
";-23.920212, 29.478103;New infrastructure assets;Regional hospital;Construction 1% - 25%;SIP 12: Revitalisation of public hospitals and other health facilities;5256552855;;TRUE;2022;Audited Outcome;102605851
National;Health;health_limpopo_central_hospital;Social Services;Limpopo Central Hospital;"Limpopo Central Hospital is a new 488 bed tertiary hospital in Polokwane.
All services associated with a tertiary hospital provided including academic training in support of medical school.
All Infrastructure will be provided.
";-23.920212, 29.478103;New infrastructure assets;Regional hospital;Construction 1% - 25%;SIP 12: Revitalisation of public hospitals and other health facilities;5256552855;;TRUE;2023;Audited Outcome;349667000
National;Health;health_limpopo_central_hospital;Social Services;Limpopo Central Hospital;"Limpopo Central Hospital is a new 488 bed tertiary hospital in Polokwane.
All services associated with a tertiary hospital provided including academic training in support of medical school.
All Infrastructure will be provided.
";-23.920212, 29.478103;New infrastructure assets;Regional hospital;Construction 1% - 25%;SIP 12: Revitalisation of public hospitals and other health facilities;5256552855;;TRUE;2024;Adjusted Appropriation;432349023
National;Health;health_limpopo_central_hospital;Social Services;Limpopo Central Hospital;"Limpopo Central Hospital is a new 488 bed tertiary hospital in Polokwane.
All services associated with a tertiary hospital provided including academic training in support of medical school.
All Infrastructure will be provided.
";-23.920212, 29.478103;New infrastructure assets;Regional hospital;Construction 1% - 25%;SIP 12: Revitalisation of public hospitals and other health facilities;5256552855;;TRUE;2025;MTEF;568642047
National;Health;health_limpopo_central_hospital;Social Services;Limpopo Central Hospital;"Limpopo Central Hospital is a new 488 bed tertiary hospital in Polokwane.
All services associated with a tertiary hospital provided including academic training in support of medical school.
All Infrastructure will be provided.
";-23.920212, 29.478103;New infrastructure assets;Regional hospital;Construction 1% - 25%;SIP 12: Revitalisation of public hospitals and other health facilities;5256552855;;TRUE;2026;MTEF;569938000
National;Health;health_limpopo_central_hospital;Social Services;Limpopo Central Hospital;"Limpopo Central Hospital is a new 488 bed tertiary hospital in Polokwane.
All services associated with a tertiary hospital provided including academic training in support of medical school.
All Infrastructure will be provided.
";-23.920212, 29.478103;New infrastructure assets;Regional hospital;Construction 1% - 25%;SIP 12: Revitalisation of public hospitals and other health facilities;5256552855;;TRUE;2027;MTEF;778691000
National;Health;health_limpopo_tshilidzini_hospital_replacement;Social Services;Limpopo: Tshilidzini Hospital Replacement;Through the Hospital Revitalization Programme, the Departments of Health (DoH) prioritised the replacement/refurbishment of Tshilidzini Regional Hospital. The NDoH appointed the PSP being R&G Group and Lemeg Consortium on 17 September 2015. The said PSP i;-22.9947, 30.41415;Rehabilitation and refurbishment;Regional Hosptial;Tender;SIP 12: Revitalisation of public hospitals and other health facilities;3381330000;;TRUE;2021;Audited Outcome;4757633
National;Health;health_limpopo_tshilidzini_hospital_replacement;Social Services;Limpopo: Tshilidzini Hospital Replacement;Through the Hospital Revitalization Programme, the Departments of Health (DoH) prioritised the replacement/refurbishment of Tshilidzini Regional Hospital. The NDoH appointed the PSP being R&G Group and Lemeg Consortium on 17 September 2015. The said PSP i;-22.9947, 30.41415;Rehabilitation and refurbishment;Regional Hosptial;Tender;SIP 12: Revitalisation of public hospitals and other health facilities;3381330000;;TRUE;2022;Audited Outcome;13784275
National;Health;health_limpopo_tshilidzini_hospital_replacement;Social Services;Limpopo: Tshilidzini Hospital Replacement;Through the Hospital Revitalization Programme, the Departments of Health (DoH) prioritised the replacement/refurbishment of Tshilidzini Regional Hospital. The NDoH appointed the PSP being R&G Group and Lemeg Consortium on 17 September 2015. The said PSP i;-22.9947, 30.41415;Rehabilitation and refurbishment;Regional Hosptial;Tender;SIP 12: Revitalisation of public hospitals and other health facilities;3381330000;;TRUE;2023;Audited Outcome;43117000
National;Health;health_limpopo_tshilidzini_hospital_replacement;Social Services;Limpopo: Tshilidzini Hospital Replacement;Through the Hospital Revitalization Programme, the Departments of Health (DoH) prioritised the replacement/refurbishment of Tshilidzini Regional Hospital. The NDoH appointed the PSP being R&G Group and Lemeg Consortium on 17 September 2015. The said PSP i;-22.9947, 30.41415;Rehabilitation and refurbishment;Regional Hosptial;Tender;SIP 12: Revitalisation of public hospitals and other health facilities;3381330000;;TRUE;2024;Adjusted Appropriation;58000000
National;Health;health_limpopo_tshilidzini_hospital_replacement;Social Services;Limpopo: Tshilidzini Hospital Replacement;Through the Hospital Revitalization Programme, the Departments of Health (DoH) prioritised the replacement/refurbishment of Tshilidzini Regional Hospital. The NDoH appointed the PSP being R&G Group and Lemeg Consortium on 17 September 2015. The said PSP i;-22.9947, 30.41415;Rehabilitation and refurbishment;Regional Hosptial;Tender;SIP 12: Revitalisation of public hospitals and other health facilities;3381330000;;TRUE;2025;MTEF;15000000
National;Health;health_limpopo_tshilidzini_hospital_replacement;Social Services;Limpopo: Tshilidzini Hospital Replacement;Through the Hospital Revitalization Programme, the Departments of Health (DoH) prioritised the replacement/refurbishment of Tshilidzini Regional Hospital. The NDoH appointed the PSP being R&G Group and Lemeg Consortium on 17 September 2015. The said PSP i;-22.9947, 30.41415;Rehabilitation and refurbishment;Regional Hosptial;Tender;SIP 12: Revitalisation of public hospitals and other health facilities;3381330000;;TRUE;2026;MTEF;0
National;Health;health_limpopo_tshilidzini_hospital_replacement;Social Services;Limpopo: Tshilidzini Hospital Replacement;Through the Hospital Revitalization Programme, the Departments of Health (DoH) prioritised the replacement/refurbishment of Tshilidzini Regional Hospital. The NDoH appointed the PSP being R&G Group and Lemeg Consortium on 17 September 2015. The said PSP i;-22.9947, 30.41415;Rehabilitation and refurbishment;Regional Hosptial;Tender;SIP 12: Revitalisation of public hospitals and other health facilities;3381330000;;TRUE;2027;MTEF;0
National;Health;health_siloam_hospital_-_phase_2_-_new_224_bed_hospital;Social Services;Siloam Hospital - Phase 2 - New 224 Bed Hospital;Construction of New 224 Bed Hospital and Associated Services;-22.540301, 30.113703;New infrastructure assets;District Hospital;Construction 51% - 75%;SIP 12: Revitalisation of public hospitals and other health facilities;2554306810;;TRUE;2021;Audited Outcome;56151670
National;Health;health_siloam_hospital_-_phase_2_-_new_224_bed_hospital;Social Services;Siloam Hospital - Phase 2 - New 224 Bed Hospital;Construction of New 224 Bed Hospital and Associated Services;-22.540301, 30.113703;New infrastructure assets;District Hospital;Construction 51% - 75%;SIP 12: Revitalisation of public hospitals and other health facilities;2554306810;;TRUE;2022;Audited Outcome;303121140
National;Health;health_siloam_hospital_-_phase_2_-_new_224_bed_hospital;Social Services;Siloam Hospital - Phase 2 - New 224 Bed Hospital;Construction of New 224 Bed Hospital and Associated Services;-22.540301, 30.113703;New infrastructure assets;District Hospital;Construction 51% - 75%;SIP 12: Revitalisation of public hospitals and other health facilities;2554306810;;TRUE;2023;Audited Outcome;222331000
National;Health;health_siloam_hospital_-_phase_2_-_new_224_bed_hospital;Social Services;Siloam Hospital - Phase 2 - New 224 Bed Hospital;Construction of New 224 Bed Hospital and Associated Services;-22.540301, 30.113703;New infrastructure assets;District Hospital;Construction 51% - 75%;SIP 12: Revitalisation of public hospitals and other health facilities;2554306810;;TRUE;2024;Adjusted Appropriation;219600000
