Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q3,OTP_Q2,National_Q1,DesiredPerformance,UID
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.1: Provincial (Regional) Hospital Services,Quarterly,1.3.18 Child under 5 years severe acute malnutrition case fatality rate ,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",10.7 %,14.8 %,"Target not achieved. Dangers signs missed by the referring facilities, which results to late referral to the hospital. (CHIP Minutes)","•	Improving health education and promotion efforts at the grassroots level of healthcare.
•	Outreach programs in paediatrics and Dietetic departments
",10.7 %,16.7 %,10.7 %,10.9 %,Target achieved within methodological consideration of  5%  margin of error within 95% confidence interval.,,10.7 %,15.6 %,"Target not achieved; patients admitted with severe diarrhoea also display signs of severe acute malnutrition (SAM). SAM emerges as a complicating factor, worsening the patients’ overall health status and complicating their treatment.","Outreach, training to district hospitals and primary health care for intervention, when a child presents with moderate acute malnutrition before developing to severe acute malnutrition.",10.7 %,0 %,,,,,"When will you be going to the grassroots level, is this not the same as conducting outreach programs?  ",Target not achieved. Danger signs missed at PHC resulting in the severity of the condition on admission.,Improving health education and promotion efforts at the grassroots level of healthcare.,,When? ,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.1: Provincial (Regional) Hospital Services,Quarterly,1.3.19 Number of death in facility under 5 years ,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",137,181,Target not achieved. Most of these are neonatal deaths and they are due to immaturity related conditions.,•	The institutional clinical team is continuing with the outreach and in-reach programmes as well as the perinatal reviews to try and reduce morbidity and mortality in the eastern region.,137,158,137,164,Target not achieved due to increased neonatal deaths.,Monitoring early referral to the next level of care for identified patients,137,186,Target not achieved. Cases are due to immaturity-related conditions and infections.,Strengthen training/in-service on Infection Prevention & Control measures,550,689,,,,,,Target achieved due to improved management of diarrhoea and pneumonia deaths,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.1: Provincial (Regional) Hospital Services,Quarterly,4.3.6 Cervical cancer screening,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",125,179,Target achieved,,125,110,125,132,Target not achieved. Patients arrive already screened from PHC.,Strengthen vigilance and examine patients for cancer symptoms.,125,132,Target achieved,,500,553,,,,,,Target not achieved. Regional hospitals conduct a few screenings as cervical cancer screening is a PHC function,Promote cervical cancer screening on all inpatients,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.1: Provincial (Regional) Hospital Services,Quarterly,6.3.11 Patient Safety Incident (PSI) case closure rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",95 %,54 %,Target not achieved. Cases have not all been closed.,•	Capacity building for non-performing facilities will be conducted,95 %,100 %,95 %,90 %,Target not achieved. Officials being on leave during the festive season resulted in some cases not being resolved.,- To train health care workers on the recording and uploading incidents into the system including weekends & public holidays.,95 %,100 %,Target achieved,,95 %,54 %,,,,,,Target achieved.,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.1: Provincial (Regional) Hospital Services,Quarterly,6.3.2 Severity Assessment Code (SAC)1 incident reported within 24 hours rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",90 %,83 %,Target not achieved due to late reporting of incidents,•	Capacity building for non-performing facilities will be conducted,90 %,92 %,90 %,90 %,Target achieved.,,90 %,89 %,Target achieved within 5% margin of error.,,90 %,83 %,,,,,When will it be conducted? ,Target achieved.,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.1: Provincial (Regional) Hospital Services,Quarterly,6.7.12 Expenditure per PDE,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",4804,4760,Target achieved,,4804,"3,751",4804,4171,Target achieved.,,4804,3988.9,Target achieved,,4804,"3,751",,,,,,Target achieved,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.1: Provincial (Regional) Hospital Services,Quarterly,6.7.2 Average length of stay,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",5.5,6.5,Target not achieved due to admitted mental health care users who stay longer in hospital,•	Monitoring early referral to the next level of care for identified patients,5.5,6.3,5.5,6.3,Target not achieved due to disease profile which requires treatment regimens of more than 5 days. ,,5.5,6.6,"Target not achieved due to:
the disease profile requires treatment regimens of more than 5 days and high patient flow in the neonatal wards. 
",Strengthening of outreach visits by Dora Nginza to the district hospitals,5.5,0,,,,,,Target not achieved due to Psychiatric patients that stay longer at the hospital.,Monitoring early referral to the next level of care for identified patients,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.1: Provincial (Regional) Hospital Services,Quarterly,6.7.7 Inpatient (usable) bed utilisation rates,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",70 %,72.5 %,Target achieved,,70 %,71.9 %,70 %,71.2 %,Target achieved.,,70 %,69.9 %,Target achieved,,70 %,0 %,,,,,,Target achieved.,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.2: Specialised TB Hospitals,Annually,6.1.5 Patient experience of care satisfaction rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",,,,,86 %,88 %,,,,,,,,,86 %,88 %,,Target achieved ,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.2: Specialised TB Hospitals,Quarterly,6.3.12 Patient Safety Incident (PSI) case closure rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",83 %,90 %,Target overachieved due to in-service training on PSI incidents in the reporting period,,83 %,100 %,83 %,92.8 %,Target achieved.,,83 %,100 %,Target achieved,,83 %,90 %,,,,,,Target achieved due to improved management of PSI cases.,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.2: Specialised TB Hospitals,Quarterly,6.3.3 Severity Assessment Code (SAC)1 incident reported within 24 hours rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",83 %,100 %,Target overachieved due to in-service training on SAC 1 incidents in the reporting period,,83 %,0 %,83 %,100 %,Target achieved.,,83 %,100 %,"Target overachieved due to continuous in-service traings, clinical audits & meetings discussing patient safety incidents which enable facilities to report in time",,83 %,0 %,,,,,,Target not achieved.,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.2: Specialised TB Hospitals,Quarterly,6.7.13 Expenditure per PDE,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",3800,4178.9,Target not achieved due to the low Bed utilisation rate reported in all TB hospital especially the those that are managing Drug-Susceptible TB patients,"•	To improve efficiencies in TB hospital, the Department is in a process of repurposing TB hospitals.",3800,4 177,3800,3695,Target achieved.,,3800,3563.3,Target achieved,,3800,0,,,,,,Target not achieved. This is due to the low Bed Utilisation rate; the same number of personnel is utilised to manage a few patients.,"To improve efficiencies in TB hospital, the Department is in a process of repurposing TB hospitals, for example Empilweni that has been repurposed to be District hospital and Orsmond a Psychiatric hospital.",,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.2: Specialised TB Hospitals,Quarterly,6.7.3 Average length of stay,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",40,38.4,Target achieved ,,40,39.7 ,40,36.4,Target achieved.,,40,35,Target achieved,,40,0,,,,,,Target achieved,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.2: Specialised TB Hospitals,Quarterly,6.7.8 Inpatient (usable) bed utilisation rates,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",30 %,27.9 %,"Target not achieved. This is related to the establishment of the MDR-TB Decentralized sites in all the districts that ensures that all the confirmed Drug-Resistant TB patients, who are stable are initiated on treatment and managed as outpatients closer to their homes. (Decentralization policy)",•	The Department is in the process of repurposing TB hospitals.,30 %,27.4 %,30 %,27.1 %,Target not achieved. Less patients are being admitted in TB hospitals because of the new therapeutic agents that have improved the management of TB patients.,"To improve efficiencies in TB hospital, the Department is in a process of repurposing TB hospitals, for example Empilweni that has been repurposed to be District hospital and Orsmond a Psychiatric hospital.",30 %,24.2 %,Target not achieved. The introduction of the new Diagnostic machine for Tuberculosis detection has resulted in a greater proportion of patients managed on Ambulatory care through the decentralisation policy,"To improve efficiencies in TB hospitals, the Department is in the process of repurposing TB hospitals",30 %,0 %,,,,,"What are the time frames? What happens if the Department is not finishing within your time frames, is there an alternative solution to manage the achievement of your indicators?",Target not achieved. The department is expecting fewer patients to be admitted in TB hospitals due to the implementation of the decentralization policy,"To improve efficiencies in TB hospital, the Department is in a process of repurposing TB hospitals, for example Empilweni that has been repurposed to be District hospital and Orsmond a Psychiatric hospital.",,,,,222
