Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,ReasonforDeviation_Q1,CorrectiveAction_Q1,National_Q1,National_Q4,National_Q2,National_Q3,DesiredPerformance,UID
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.3: Macroeconomics Support,Quarterly,Number of economic reports compiled,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,4,3,3,3,3,12,13,,,,,,"The target was exceeded by one report due to focusing on the Maize Industry overview, Fresh Produce Markets in Gauteng and the 6th Administration with special focus of grain milling.",None.,,,None.,,None,None,Unable to assess as preliminary report is not provided,None.,None.,None ,Reason for deviation noted. Internal processes must feed into DPME processes. It is important that performance is reported in time for the PDA to verify and quality assure prior to submitting to the DPME and oversight bodies ,Noted.,133% achievement. Reason for deviation is noted and well captured,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 7: Agricultural Education and Training,Sub Programme 7.1: Higher Education and Training,Annually,Number of students graduated with agricultural qualification,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 7: Agricultural Education and Training,Sub Programme 7.2: Agricultural Skills Development,Quarterly,Number of participants trained in skills development programmes in the sector,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",150,270,220,349,220,225,190,194,780,1038,,,,,,"Training on pest management, use of chemicals in vegetable production, mixed farming, financial management, pig management beef production and water saving technology amongst others enabled the overachievement of the quarter target.",None.,,"Training and demonstration on risk financial management, business management, marketing, physical records management, breeding stock, parent stock management, plant health, business plan development, record keeping, filing and hemp planting enabled the overachievement of the quarter target.

",None.,,"Training on layer and broiler production, integrated DNA technology in agriculture livestock system, animal production, poultry production, grain (maize) production, managing genetics, financial management and hemp production harvesting techniques enabled the overachievement of the quarter target.",None,Unable to assess as preliminary report is not provided,"Training and
demonstration on potatoes harvest,
basic vegetable production, financial
management, 
livestock record keeping, veld
assessment and layer
production management enabled the overachievement of the quarter target.",None.,222.7% achievement. Reason for deviation provided does not explain the over achievement/ why the the reported training had not been planned for. Corrective action must be provided,Reason for deviation noted. Internal processes must feed into DPME processes. It is important that performance is reported in time for the PDA to verify and quality assure prior to submitting to the DPME and oversight bodies ,Noted.,127% achievement. Reason for deviation is noted and well captured,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 8: Rural Development ,Sub Programme 8.1: Rural Development Coordination ,Annually,Number of Industry AgriBEE Indaba / State of AgriBEE held,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Sustainable Development for future generation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,1,0,,,1,0,,"Postponement of the Gauteng AgriBEE Indaba during the reporting period  under review.
","The Gauteng AgriBEE Indaba will be held in the Fourth Quarter
",,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 8: Rural Development ,Sub Programme 8.1: Rural Development Coordination ,Quarterly,Number of stakeholders contributing to the implementation of the Rural Development  program,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,Sustainable Development for future generation,"The Social Protection, Community and Human Development cluster",6,10,6,9,6,8,6,8,6,10,,,,,, Nine (9) stakeholders submitted quarter 2 progress report for 2023/25 financial year. ,None,,"Eight (8) stakeholders submitted the quarter 3 progress report for 2024/25 financial year as per request from the Department. 
",,provide actual output upon approval ,Eight (8) stakeholders submitted quarter 4 progress report for 2024/25 financial year.,None,,"GDARDE, DALRRD, DWS, GDE, SASSA, SAPS, COGTA, GDSD, Emfuleni and Ekurhuleni submitted quarter 1 progress report for 2024/25 financial year.",none,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 8: Rural Development ,Sub Programme 8.1: Rural Development Coordination ,Quarterly,Number of transformation agreements monitored in the five agriculture/agro-processing priority sectors,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,Sustainable Development for future generation,"The Social Protection, Community and Human Development cluster",5,11,5,6,5,5,5,6,5,11,,,,,,"The transformation agreements are with City of Ekurhuleni; Heineken (previously Distell); Emfuleni Local Municipality, Under2 Coalition Climate Group; National Cleaner Production Centre (agency of the Department of Trade & Industry); Green Building Council South Africa (City of Johannesburg, City of Tshwane, and City of Ekurhuleni; University of Johannesburg) and Vaal University of Technology",None,,"Transformation agreements are monitored as per plan. Those are with City of Ekurhuleni, Vaal University of Technology, Perishable Product Export Control Board, PEPSICO and Land Ban
",,provide actual output upon approval ,"Transformation agreements monitored with City of Ekurhuleni, Vaal University of Technology, Perishable Product Export Control Board, PEPSICO and Land Bank.",None,,"Transformation agreements monitored with City of Ekurhuleni; Heineken (previously Distell); Emfuleni Local Municipality, Under2 Coalition Climate Group; National Cleaner Production Centre (agency of the Department of Trade & Industry); Green Building Council South Africa, City of Johannesburg, City of Tshwane, and City of Ekurhuleni; University of Johannesburg; Vaal University of Technology; Perishable Product Export Control Board; PEPSICO; and Land Bank.",none,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 8: Rural Development ,Sub Programme 8.2: Social Facilitation ,Annually,Number of agricultural production initiatives in communal areas and rural nodes supported,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Sustainable Development for future generation,"The Social Protection, Community and Human Development cluster",,,,,,,18,42,18,42,,"Agricultural production initiatives delivered in rural, communal and TISH areas.",None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 8: Rural Development ,Sub Programme 8.2: Social Facilitation ,Annually,Number of hectares of agricultural land released for agricultural production,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Sustainable Development for future generation,"The Social Protection, Community and Human Development cluster",,,,,,,10000,856,10000,856,,"Only 856 hectares has been allocated/reallocated by the Department of Agriculture, Land Reform and Rural Development in the than anticipated.","Engagements with National DALRRD, Municipalities, and private sector to identify land for agricultural production is on-going.",,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 8: Rural Development ,Sub Programme 8.2: Social Facilitation ,Annually,Number of Home-based enterprises profiled in targeted households in all districts,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Sustainable Development for future generation,"The Social Protection, Community and Human Development cluster",,,,,,,1000,1007,1000,1007,,Enterprises profiled through the ESD Open Day in Carletonville and Ga-Rankuwa; Honeydew GDARDE Services and ESD Opportunities Workshop; Cooperatives.,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 8: Rural Development ,Sub Programme 8.2: Social Facilitation ,Annually,Number of skills opportunities provided,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Sustainable Development for future generation,"The Social Protection, Community and Human Development cluster",,,,,,,5,11,5,11,,Eleven (11) trainings or workshops provided.,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 8: Rural Development ,Sub Programme 8.2: Social Facilitation ,Annually,Percentage agricultural land allocated to youth farmers for agricultural production,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Education, Skills Revolution and Health ","The Social Protection, Community and Human Development cluster",,,,,,,30,0,30,0,,GDARD has external dependency on land allocation,"Engagements with National DALRRD, Municipalities, and private sector to identify land for agricultural production is on-going",,,,,,,,,,,,,,,,,,,191
